Region,Block,Management,Site,Transect,Year,damsel,wrasse,parrotfish,grouper
D,Block 3,a,Site 2,Transect 3,2011,6,2,52,0
D,Block 3,a,Site 2,Transect 3,2012,0,0,55,0
D,Block 3,a,Site 2,Transect 3,2013,11,4,53,1
D,Block 3,a,Site 2,Transect 3,2014,0,0,53,0
D,Block 3,b,Site 1,Transect 1,2000,0,0,73,0
D,Block 3,b,Site 1,Transect 1,2001,0,0,0,0
D,Block 3,b,Site 1,Transect 1,2002,0,0,0,0
D,Block 3,b,Site 1,Transect 1,2003,0,0,47,0
D,Block 3,b,Site 1,Transect 1,2004,0,0,0,0
D,Block 3,b,Site 1,Transect 1,2005,0,0,50,0
D,Block 3,b,Site 1,Transect 1,2006,0,0,46,0
D,Block 3,b,Site 1,Transect 1,2007,NA,0,50,0
D,Block 3,b,Site 1,Transect 1,2008,0,0,65,0
D,Block 3,b,Site 1,Transect 1,2009,0,0,54,0
D,Block 3,b,Site 1,Transect 1,2010,0,0,66,0
D,Block 3,b,Site 1,Transect 1,2011,0,0,65,0
D,Block 3,b,Site 1,Transect 1,2012,0,0,67,0
D,Block 3,b,Site 1,Transect 1,2013,0,0,42,0
D,Block 3,b,Site 1,Transect 1,2014,0,0,65,0
D,Block 3,b,Site 1,Transect 2,2000,0,0,45,0
D,Block 3,b,Site 1,Transect 2,2001,15,7,27,0
D,Block 3,b,Site 1,Transect 2,2002,0,0,0,6
D,Block 3,b,Site 1,Transect 2,2003,12,0,41,2
D,Block 3,b,Site 1,Transect 2,2004,0,0,48,0
D,Block 3,b,Site 1,Transect 2,2005,18,20,36,0
D,Block 3,b,Site 1,Transect 2,2006,22,0,31,0
D,Block 3,b,Site 1,Transect 2,2007,0,21,40,0
D,Block 3,b,Site 1,Transect 2,2008,23,0,31,0
D,Block 3,b,Site 1,Transect 2,2009,20,20,33,1
D,Block 3,b,Site 1,Transect 2,2010,25,0,33,0
D,Block 3,b,Site 1,Transect 2,2011,0,17,45,3
D,Block 3,b,Site 1,Transect 2,2012,11,0,0,0
D,Block 3,b,Site 1,Transect 2,2013,24,0,38,0
D,Block 3,b,Site 1,Transect 2,2014,14,0,39,2
D,Block 3,b,Site 1,Transect 3,2000,0,0,37,0
D,Block 3,b,Site 1,Transect 3,2001,13,0,39,1
D,Block 3,b,Site 1,Transect 3,2002,0,0,0,1
D,Block 3,b,Site 1,Transect 3,2003,0,0,0,0
D,Block 3,b,Site 1,Transect 3,2004,18,0,33,0
D,Block 3,b,Site 1,Transect 3,2005,0,26,42,0
D,Block 3,b,Site 1,Transect 3,2006,34,0,27,4
D,Block 3,b,Site 1,Transect 3,2007,0,23,0,0
D,Block 3,b,Site 1,Transect 3,2008,21,0,39,1
D,Block 3,b,Site 1,Transect 3,2009,0,18,47,2
D,Block 3,b,Site 1,Transect 3,2010,17,22,36,0
D,Block 3,b,Site 1,Transect 3,2011,0,0,49,0
D,Block 3,b,Site 1,Transect 3,2012,0,16,39,0
D,Block 3,b,Site 1,Transect 3,2013,12,0,28,0
D,Block 3,b,Site 1,Transect 3,2014,0,22,46,3
D,Block 3,b,Site 2,Transect 1,2000,0,0,42,0
D,Block 3,b,Site 2,Transect 1,2001,0,7,60,1
D,Block 3,b,Site 2,Transect 1,2002,10,14,42,0
D,Block 3,b,Site 2,Transect 1,2003,0,0,42,0
D,Block 3,b,Site 2,Transect 1,2004,25,17,38,0
D,Block 3,b,Site 2,Transect 1,2005,15,0,32,1
D,Block 3,b,Site 2,Transect 1,2006,24,0,26,4
D,Block 3,b,Site 2,Transect 1,2007,19,0,26,9
D,Block 3,b,Site 2,Transect 1,2008,20,0,35,0
D,Block 3,b,Site 2,Transect 1,2009,21,0,38,0
D,Block 3,b,Site 2,Transect 1,2010,15,0,0,0
D,Block 3,b,Site 2,Transect 1,2011,0,19,30,0
D,Block 3,b,Site 2,Transect 1,2012,11,0,39,1
D,Block 3,b,Site 2,Transect 1,2013,18,0,41,0
D,Block 3,b,Site 2,Transect 1,2014,0,18,38,0
D,Block 3,b,Site 2,Transect 2,2000,0,0,41,1
D,Block 3,b,Site 2,Transect 2,2001,0,0,0,0
D,Block 3,b,Site 2,Transect 2,2002,0,0,42,0
D,Block 3,b,Site 2,Transect 2,2003,14,0,0,3
D,Block 3,b,Site 2,Transect 2,2004,8,0,52,0
D,Block 3,b,Site 2,Transect 2,2005,0,16,27,0
D,Block 3,b,Site 2,Transect 2,2006,35,19,36,0
D,Block 3,b,Site 2,Transect 2,2007,15,0,35,2
D,Block 3,b,Site 2,Transect 2,2008,24,0,33,2
D,Block 3,b,Site 2,Transect 2,2009,14,15,37,3
D,Block 3,b,Site 2,Transect 2,2010,20,0,34,3
D,Block 3,b,Site 2,Transect 2,2011,9,0,47,1
D,Block 3,b,Site 2,Transect 2,2012,10,0,43,1
D,Block 3,b,Site 2,Transect 2,2013,21,0,41,2
D,Block 3,b,Site 2,Transect 2,2014,24,19,27,3
D,Block 3,b,Site 2,Transect 3,2000,8,8,50,2
D,Block 3,b,Site 2,Transect 3,2001,11,0,0,0
D,Block 3,b,Site 2,Transect 3,2002,11,9,44,0
D,Block 3,b,Site 2,Transect 3,2003,7,15,0,0
D,Block 3,b,Site 2,Transect 3,2004,6,0,35,0
D,Block 3,b,Site 2,Transect 3,2005,0,15,39,0
D,Block 3,b,Site 2,Transect 3,2006,27,0,31,3
D,Block 3,b,Site 2,Transect 3,2007,17,0,37,1
D,Block 3,b,Site 2,Transect 3,2008,17,15,48,0
D,Block 3,b,Site 2,Transect 3,2009,15,0,47,0
D,Block 3,b,Site 2,Transect 3,2010,17,0,0,0
D,Block 3,b,Site 2,Transect 3,2011,11,17,31,2
D,Block 3,b,Site 2,Transect 3,2012,0,0,54,0
D,Block 3,b,Site 2,Transect 3,2013,0,0,44,0
D,Block 3,b,Site 2,Transect 3,2014,0,0,37,0
D,Block 4,a,Site 1,Transect 1,2000,27,0,33,0
D,Block 4,a,Site 1,Transect 1,2001,0,28,28,4
D,Block 4,a,Site 1,Transect 1,2002,31,0,15,2
D,Block 4,a,Site 1,Transect 1,2003,0,0,29,0
D,Block 4,a,Site 1,Transect 1,2004,33,21,33,6
D,Block 4,a,Site 1,Transect 1,2005,21,0,0,5
D,Block 4,a,Site 1,Transect 1,2006,27,40,32,0
D,Block 4,a,Site 1,Transect 1,2007,24,18,0,0
D,Block 4,a,Site 1,Transect 1,2008,0,22,42,1
D,Block 4,a,Site 1,Transect 1,2009,0,16,36,0
D,Block 4,a,Site 1,Transect 1,2010,0,22,31,0
D,Block 4,a,Site 1,Transect 1,2011,13,0,26,0
D,Block 4,a,Site 1,Transect 1,2012,0,23,49,0
D,Block 4,a,Site 1,Transect 1,2013,0,0,40,0
D,Block 4,a,Site 1,Transect 1,2014,20,0,0,0
D,Block 4,a,Site 1,Transect 2,2000,17,17,42,0
D,Block 4,a,Site 1,Transect 2,2001,0,21,54,0
D,Block 4,a,Site 1,Transect 2,2002,NA,0,36,3
D,Block 4,a,Site 1,Transect 2,2003,0,0,37,0
D,Block 4,a,Site 1,Transect 2,2004,8,0,0,0
D,Block 4,a,Site 1,Transect 2,2005,16,0,50,0
D,Block 4,a,Site 1,Transect 2,2006,25,15,40,1
D,Block 4,a,Site 1,Transect 2,2007,21,15,0,0
D,Block 4,a,Site 1,Transect 2,2008,6,0,31,0
D,Block 4,a,Site 1,Transect 2,2009,11,0,49,0
D,Block 4,a,Site 1,Transect 2,2010,15,18,35,0
D,Block 4,a,Site 1,Transect 2,2011,0,0,42,6
D,Block 4,a,Site 1,Transect 2,2012,13,8,52,0
D,Block 4,a,Site 1,Transect 2,2013,13,16,31,0
D,Block 4,a,Site 1,Transect 2,2014,9,11,29,0
D,Block 4,a,Site 1,Transect 3,2000,16,0,52,0
D,Block 4,a,Site 1,Transect 3,2001,7,19,36,0
D,Block 4,a,Site 1,Transect 3,2002,0,0,52,2
D,Block 4,a,Site 1,Transect 3,2003,0,0,35,0
D,Block 4,a,Site 1,Transect 3,2004,15,10,0,3
D,Block 4,a,Site 1,Transect 3,2005,11,16,59,0
D,Block 4,a,Site 1,Transect 3,2006,12,0,53,0
D,Block 4,a,Site 1,Transect 3,2007,9,8,44,0
D,Block 4,a,Site 1,Transect 3,2008,10,0,42,0
D,Block 4,a,Site 1,Transect 3,2009,3,0,48,0
D,Block 4,a,Site 1,Transect 3,2010,13,12,0,0
D,Block 4,a,Site 1,Transect 3,2011,0,12,0,0
D,Block 4,a,Site 1,Transect 3,2012,3,0,62,0
D,Block 4,a,Site 1,Transect 3,2013,10,8,48,0
D,Block 4,a,Site 1,Transect 3,2014,5,0,51,0
D,Block 4,a,Site 2,Transect 1,2000,7,17,34,0
D,Block 4,a,Site 2,Transect 1,2001,0,0,0,0
D,Block 4,a,Site 2,Transect 1,2002,15,0,42,0
D,Block 4,a,Site 2,Transect 1,2003,0,15,0,0
D,Block 4,a,Site 2,Transect 1,2004,8,13,45,0
D,Block 4,a,Site 2,Transect 1,2005,0,15,48,0
D,Block 4,a,Site 2,Transect 1,2006,0,0,0,0
D,Block 4,a,Site 2,Transect 1,2007,12,0,47,0
D,Block 4,a,Site 2,Transect 1,2008,5,5,44,0
D,Block 4,a,Site 2,Transect 1,2009,0,0,0,0
D,Block 4,a,Site 2,Transect 1,2010,14,6,0,0
D,Block 4,a,Site 2,Transect 1,2011,8,7,57,0
D,Block 4,a,Site 2,Transect 1,2012,8,0,51,0
D,Block 4,a,Site 2,Transect 1,2013,11,0,0,0
D,Block 4,a,Site 2,Transect 1,2014,0,3,52,0
D,Block 4,a,Site 2,Transect 2,2000,0,32,24,0
D,Block 4,a,Site 2,Transect 2,2001,0,29,27,7
D,Block 4,a,Site 2,Transect 2,2002,32,34,20,4
D,Block 4,a,Site 2,Transect 2,2003,33,0,28,0
D,Block 4,a,Site 2,Transect 2,2004,33,0,25,0
D,Block 4,a,Site 2,Transect 2,2005,0,0,25,0
D,Block 4,a,Site 2,Transect 2,2006,0,NA,28,2
D,Block 4,a,Site 2,Transect 2,2007,25,0,28,4
D,Block 4,a,Site 2,Transect 2,2008,21,0,38,2
D,Block 4,a,Site 2,Transect 2,2009,0,0,33,0
D,Block 4,a,Site 2,Transect 2,2010,24,0,35,0
D,Block 4,a,Site 2,Transect 2,2011,22,0,24,2
D,Block 4,a,Site 2,Transect 2,2012,0,0,40,5
D,Block 4,a,Site 2,Transect 2,2013,0,0,23,3
D,Block 4,a,Site 2,Transect 2,2014,0,0,27,0
D,Block 4,a,Site 2,Transect 3,2000,7,7,59,0
D,Block 4,a,Site 2,Transect 3,2001,0,0,48,0
D,Block 4,a,Site 2,Transect 3,2002,18,10,0,0
D,Block 4,a,Site 2,Transect 3,2003,10,12,56,1
D,Block 4,a,Site 2,Transect 3,2004,0,0,0,0
D,Block 4,a,Site 2,Transect 3,2005,0,2,0,0
D,Block 4,a,Site 2,Transect 3,2006,10,0,46,0
D,Block 4,a,Site 2,Transect 3,2007,0,0,56,0
D,Block 4,a,Site 2,Transect 3,2008,0,1,45,0
D,Block 4,a,Site 2,Transect 3,2009,4,1,54,0
D,Block 4,a,Site 2,Transect 3,2010,0,4,0,0
D,Block 4,a,Site 2,Transect 3,2011,5,5,59,0
D,Block 4,a,Site 2,Transect 3,2012,0,0,46,0
D,Block 4,a,Site 2,Transect 3,2013,0,2,58,0
D,Block 4,a,Site 2,Transect 3,2014,0,0,0,0
D,Block 4,b,Site 1,Transect 1,2000,0,22,41,2
D,Block 4,b,Site 1,Transect 1,2001,25,0,28,5
D,Block 4,b,Site 1,Transect 1,2002,24,0,30,1
D,Block 4,b,Site 1,Transect 1,2003,32,0,35,0
D,Block 4,b,Site 1,Transect 1,2004,0,31,23,3
D,Block 4,b,Site 1,Transect 1,2005,0,0,0,0
D,Block 4,b,Site 1,Transect 1,2006,33,40,16,4
D,Block 4,b,Site 1,Transect 1,2007,0,35,18,0
D,Block 4,b,Site 1,Transect 1,2008,32,0,21,0
D,Block 4,b,Site 1,Transect 1,2009,33,0,24,0
D,Block 4,b,Site 1,Transect 1,2010,36,39,24,0
D,Block 4,b,Site 1,Transect 1,2011,0,31,27,0
D,Block 4,b,Site 1,Transect 1,2012,23,0,34,0
D,Block 4,b,Site 1,Transect 1,2013,22,0,23,0
D,Block 4,b,Site 1,Transect 1,2014,30,33,22,3
D,Block 4,b,Site 1,Transect 2,2000,0,23,34,0
D,Block 4,b,Site 1,Transect 2,2001,17,0,43,0
D,Block 4,b,Site 1,Transect 2,2002,15,0,33,0
D,Block 4,b,Site 1,Transect 2,2003,27,0,42,0
D,Block 4,b,Site 1,Transect 2,2004,21,0,0,0
D,Block 4,b,Site 1,Transect 2,2005,39,22,33,2
D,Block 4,b,Site 1,Transect 2,2006,0,0,0,0
D,Block 4,b,Site 1,Transect 2,2007,30,0,23,3
D,Block 4,b,Site 1,Transect 2,2008,23,33,28,5
D,Block 4,b,Site 1,Transect 2,2009,17,0,22,0
D,Block 4,b,Site 1,Transect 2,2010,0,0,28,3
D,Block 4,b,Site 1,Transect 2,2011,0,0,30,2
D,Block 4,b,Site 1,Transect 2,2012,14,0,0,0
D,Block 4,b,Site 1,Transect 2,2013,28,0,0,2
D,Block 4,b,Site 1,Transect 2,2014,29,0,0,0
D,Block 4,b,Site 1,Transect 3,2000,13,0,0,0
D,Block 4,b,Site 1,Transect 3,2001,7,0,48,0
D,Block 4,b,Site 1,Transect 3,2002,0,0,38,NA
D,Block 4,b,Site 1,Transect 3,2003,13,0,39,0
D,Block 4,b,Site 1,Transect 3,2004,14,0,52,2
D,Block 4,b,Site 1,Transect 3,2005,0,15,0,0
D,Block 4,b,Site 1,Transect 3,2006,0,0,31,0
D,Block 4,b,Site 1,Transect 3,2007,19,0,48,0
D,Block 4,b,Site 1,Transect 3,2008,0,14,34,0
D,Block 4,b,Site 1,Transect 3,2009,0,0,0,0
D,Block 4,b,Site 1,Transect 3,2010,0,0,35,0
D,Block 4,b,Site 1,Transect 3,2011,0,17,0,0
D,Block 4,b,Site 1,Transect 3,2012,0,12,57,3
D,Block 4,b,Site 1,Transect 3,2013,23,0,30,3
D,Block 4,b,Site 1,Transect 3,2014,13,0,34,0
D,Block 4,b,Site 2,Transect 1,2000,15,8,0,0
D,Block 4,b,Site 2,Transect 1,2001,0,0,52,0
D,Block 4,b,Site 2,Transect 1,2002,22,14,0,0
D,Block 4,b,Site 2,Transect 1,2003,23,0,32,0
D,Block 4,b,Site 2,Transect 1,2004,15,0,0,1
D,Block 4,b,Site 2,Transect 1,2005,20,0,36,3
D,Block 4,b,Site 2,Transect 1,2006,21,0,27,0
D,Block 4,b,Site 2,Transect 1,2007,25,0,27,0
D,Block 4,b,Site 2,Transect 1,2008,21,16,0,0
D,Block 4,b,Site 2,Transect 1,2009,17,25,34,0
D,Block 4,b,Site 2,Transect 1,2010,11,21,32,0
D,Block 4,b,Site 2,Transect 1,2011,11,14,0,0
D,Block 4,b,Site 2,Transect 1,2012,0,0,45,0
D,Block 4,b,Site 2,Transect 1,2013,17,19,39,0
D,Block 4,b,Site 2,Transect 1,2014,0,17,45,0
D,Block 4,b,Site 2,Transect 2,2000,22,0,38,0
D,Block 4,b,Site 2,Transect 2,2001,0,0,22,0
D,Block 4,b,Site 2,Transect 2,2002,0,34,24,0
D,Block 4,b,Site 2,Transect 2,2003,44,0,0,0
D,Block 4,b,Site 2,Transect 2,2004,30,29,29,0
D,Block 4,b,Site 2,Transect 2,2005,0,37,19,0
D,Block 4,b,Site 2,Transect 2,2006,30,39,15,0
D,Block 4,b,Site 2,Transect 2,2007,32,40,11,0
D,Block 4,b,Site 2,Transect 2,2008,0,0,28,0
D,Block 4,b,Site 2,Transect 2,2009,0,0,21,0
D,Block 4,b,Site 2,Transect 2,2010,36,0,0,0
D,Block 4,b,Site 2,Transect 2,2011,0,31,21,0
D,Block 4,b,Site 2,Transect 2,2012,25,0,0,0
D,Block 4,b,Site 2,Transect 2,2013,0,34,NA,0
D,Block 4,b,Site 2,Transect 2,2014,0,0,19,0
D,Block 4,b,Site 2,Transect 3,2000,7,6,44,0
D,Block 4,b,Site 2,Transect 3,2001,0,9,48,0
D,Block 4,b,Site 2,Transect 3,2002,0,13,0,1
D,Block 4,b,Site 2,Transect 3,2003,6,0,54,0
D,Block 4,b,Site 2,Transect 3,2004,9,0,65,0
D,Block 4,b,Site 2,Transect 3,2005,13,0,37,0
D,Block 4,b,Site 2,Transect 3,2006,22,0,36,1
D,Block 4,b,Site 2,Transect 3,2007,0,18,0,0
D,Block 4,b,Site 2,Transect 3,2008,0,12,0,3
D,Block 4,b,Site 2,Transect 3,2009,0,0,40,0
D,Block 4,b,Site 2,Transect 3,2010,0,20,37,0
D,Block 4,b,Site 2,Transect 3,2011,10,12,45,0
D,Block 4,b,Site 2,Transect 3,2012,0,4,0,0
D,Block 4,b,Site 2,Transect 3,2013,0,9,42,0
D,Block 4,b,Site 2,Transect 3,2014,0,6,44,1
D,Block 5,a,Site 1,Transect 1,2000,0,0,65,0
D,Block 5,a,Site 1,Transect 1,2001,3,3,0,0
D,Block 5,a,Site 1,Transect 1,2002,7,4,60,2
D,Block 5,a,Site 1,Transect 1,2003,0,0,54,1
D,Block 5,a,Site 1,Transect 1,2004,0,0,0,0
D,Block 5,a,Site 1,Transect 1,2005,0,0,61,0
D,Block 5,a,Site 1,Transect 1,2006,0,2,57,0
D,Block 5,a,Site 1,Transect 1,2007,0,0,61,0
D,Block 5,a,Site 1,Transect 1,2008,0,0,49,0
D,Block 5,a,Site 1,Transect 1,2009,0,0,55,0
D,Block 5,a,Site 1,Transect 1,2010,0,0,53,0
D,Block 5,a,Site 1,Transect 1,2011,0,NA,58,0
D,Block 5,a,Site 1,Transect 1,2012,0,0,56,0
D,Block 5,a,Site 1,Transect 1,2013,1,0,53,0
D,Block 5,a,Site 1,Transect 1,2014,0,0,53,0
D,Block 5,a,Site 1,Transect 2,2000,0,0,0,0
D,Block 5,a,Site 1,Transect 2,2001,0,0,57,0
D,Block 5,a,Site 1,Transect 2,2002,0,0,53,0
D,Block 5,a,Site 1,Transect 2,2003,0,0,0,0
D,Block 5,a,Site 1,Transect 2,2004,0,0,0,0
D,Block 5,a,Site 1,Transect 2,2005,0,0,58,0
D,Block 5,a,Site 1,Transect 2,2006,0,0,0,0
D,Block 5,a,Site 1,Transect 2,2007,0,0,51,0
D,Block 5,a,Site 1,Transect 2,2008,0,0,65,0
D,Block 5,a,Site 1,Transect 2,2009,0,0,55,0
D,Block 5,a,Site 1,Transect 2,2010,0,0,53,0
D,Block 5,a,Site 1,Transect 2,2011,0,0,42,0
D,Block 5,a,Site 1,Transect 2,2012,0,0,55,0
D,Block 5,a,Site 1,Transect 2,2013,0,0,0,0
D,Block 5,a,Site 1,Transect 2,2014,0,0,54,0
D,Block 5,a,Site 1,Transect 3,2000,0,0,73,0
D,Block 5,a,Site 1,Transect 3,2001,0,0,52,0
D,Block 5,a,Site 1,Transect 3,2002,0,4,53,0
D,Block 5,a,Site 1,Transect 3,2003,0,0,53,0
D,Block 5,a,Site 1,Transect 3,2004,0,0,0,0
D,Block 5,a,Site 1,Transect 3,2005,0,0,63,0
D,Block 5,a,Site 1,Transect 3,2006,0,0,44,0
D,Block 5,a,Site 1,Transect 3,2007,0,0,65,0
D,Block 5,a,Site 1,Transect 3,2008,0,0,57,0
D,Block 5,a,Site 1,Transect 3,2009,0,0,55,0
D,Block 5,a,Site 1,Transect 3,2010,0,0,0,NA
D,Block 5,a,Site 1,Transect 3,2011,0,0,58,0
D,Block 5,a,Site 1,Transect 3,2012,0,0,61,0
D,Block 5,a,Site 1,Transect 3,2013,0,0,68,0
D,Block 5,a,Site 1,Transect 3,2014,0,0,38,0
D,Block 5,a,Site 2,Transect 1,2000,0,0,59,0
D,Block 5,a,Site 2,Transect 1,2001,0,0,64,0
D,Block 5,a,Site 2,Transect 1,2002,0,0,56,0
D,Block 5,a,Site 2,Transect 1,2003,0,0,54,0
D,Block 5,a,Site 2,Transect 1,2004,0,0,66,0
D,Block 5,a,Site 2,Transect 1,2005,0,0,61,0
D,Block 5,a,Site 2,Transect 1,2006,0,0,60,0
D,Block 5,a,Site 2,Transect 1,2007,0,0,47,0
D,Block 5,a,Site 2,Transect 1,2008,0,0,0,0
D,Block 5,a,Site 2,Transect 1,2009,0,0,57,0
D,Block 5,a,Site 2,Transect 1,2010,0,0,60,0
D,Block 5,a,Site 2,Transect 1,2011,0,0,56,0
D,Block 5,a,Site 2,Transect 1,2012,0,0,47,0
D,Block 5,a,Site 2,Transect 1,2013,0,0,55,0
D,Block 5,a,Site 2,Transect 1,2014,0,0,41,0
D,Block 5,a,Site 2,Transect 2,2000,0,0,54,0
D,Block 5,a,Site 2,Transect 2,2001,0,0,49,0
D,Block 5,a,Site 2,Transect 2,2002,0,0,55,0
D,Block 5,a,Site 2,Transect 2,2003,0,0,43,0
D,Block 5,a,Site 2,Transect 2,2004,0,0,71,0
D,Block 5,a,Site 2,Transect 2,2005,0,0,0,0
D,Block 5,a,Site 2,Transect 2,2006,0,0,63,0
D,Block 5,a,Site 2,Transect 2,2007,0,0,55,0
D,Block 5,a,Site 2,Transect 2,2008,0,0,48,0
D,Block 5,a,Site 2,Transect 2,2009,0,0,0,0
D,Block 5,a,Site 2,Transect 2,2010,0,0,52,0
D,Block 5,a,Site 2,Transect 2,2011,0,0,60,0
D,Block 5,a,Site 2,Transect 2,2012,0,0,60,0
D,Block 5,a,Site 2,Transect 2,2013,0,0,0,0
D,Block 5,a,Site 2,Transect 2,2014,0,0,61,0
D,Block 5,a,Site 2,Transect 3,2000,0,1,0,0
D,Block 5,a,Site 2,Transect 3,2001,0,2,62,0
D,Block 5,a,Site 2,Transect 3,2002,0,3,70,0
D,Block 5,a,Site 2,Transect 3,2003,0,0,67,0
D,Block 5,a,Site 2,Transect 3,2004,1,0,52,0
D,Block 5,a,Site 2,Transect 3,2005,0,0,42,0
D,Block 5,a,Site 2,Transect 3,2006,0,0,57,0
D,Block 5,a,Site 2,Transect 3,2007,0,1,54,0
D,Block 5,a,Site 2,Transect 3,2008,0,0,59,0
D,Block 5,a,Site 2,Transect 3,2009,0,0,54,0
D,Block 5,a,Site 2,Transect 3,2010,0,0,52,0
D,Block 5,a,Site 2,Transect 3,2011,0,0,43,0
D,Block 5,a,Site 2,Transect 3,2012,0,0,48,0
D,Block 5,a,Site 2,Transect 3,2013,0,0,0,0
D,Block 5,a,Site 2,Transect 3,2014,0,0,0,0
D,Block 5,b,Site 1,Transect 1,2000,0,0,58,0
D,Block 5,b,Site 1,Transect 1,2001,2,0,46,1
D,Block 5,b,Site 1,Transect 1,2002,0,3,0,1
D,Block 5,b,Site 1,Transect 1,2003,2,3,58,0
D,Block 5,b,Site 1,Transect 1,2004,0,2,49,0
D,Block 5,b,Site 1,Transect 1,2005,7,11,46,0
D,Block 5,b,Site 1,Transect 1,2006,0,0,35,2
D,Block 5,b,Site 1,Transect 1,2007,0,0,48,1
D,Block 5,b,Site 1,Transect 1,2008,0,0,0,0
D,Block 5,b,Site 1,Transect 1,2009,3,0,45,0
D,Block 5,b,Site 1,Transect 1,2010,0,11,51,0
D,Block 5,b,Site 1,Transect 1,2011,4,3,58,0
D,Block 5,b,Site 1,Transect 1,2012,0,0,68,0
D,Block 5,b,Site 1,Transect 1,2013,0,0,51,0
D,Block 5,b,Site 1,Transect 1,2014,0,0,39,0
D,Block 5,b,Site 1,Transect 2,2000,0,0,59,0
D,Block 5,b,Site 1,Transect 2,2001,0,0,63,0
D,Block 5,b,Site 1,Transect 2,2002,0,0,49,0
D,Block 5,b,Site 1,Transect 2,2003,0,0,0,0
D,Block 5,b,Site 1,Transect 2,2004,0,0,67,0
D,Block 5,b,Site 1,Transect 2,2005,0,0,0,0
D,Block 5,b,Site 1,Transect 2,2006,5,0,0,0
D,Block 5,b,Site 1,Transect 2,2007,2,3,0,0
D,Block 5,b,Site 1,Transect 2,2008,2,0,55,0
D,Block 5,b,Site 1,Transect 2,2009,0,0,65,0
D,Block 5,b,Site 1,Transect 2,2010,0,1,54,0
D,Block 5,b,Site 1,Transect 2,2011,0,0,48,0
D,Block 5,b,Site 1,Transect 2,2012,0,0,56,0
D,Block 5,b,Site 1,Transect 2,2013,2,0,61,0
D,Block 5,b,Site 1,Transect 2,2014,1,0,55,0
D,Block 5,b,Site 1,Transect 3,2000,0,0,44,0
D,Block 5,b,Site 1,Transect 3,2001,0,0,0,0
D,Block 5,b,Site 1,Transect 3,2002,2,3,51,1
D,Block 5,b,Site 1,Transect 3,2003,0,0,52,0
D,Block 5,b,Site 1,Transect 3,2004,0,0,56,0
D,Block 5,b,Site 1,Transect 3,2005,0,0,0,0
D,Block 5,b,Site 1,Transect 3,2006,13,20,42,0
D,Block 5,b,Site 1,Transect 3,2007,7,11,38,0
D,Block 5,b,Site 1,Transect 3,2008,6,4,55,2
D,Block 5,b,Site 1,Transect 3,2009,9,0,65,0
D,Block 5,b,Site 1,Transect 3,2010,0,0,42,0
D,Block 5,b,Site 1,Transect 3,2011,2,0,44,0
D,Block 5,b,Site 1,Transect 3,2012,0,0,65,0
D,Block 5,b,Site 1,Transect 3,2013,3,6,51,1
D,Block 5,b,Site 1,Transect 3,2014,3,8,38,0
D,Block 5,b,Site 2,Transect 1,2000,0,0,54,0
D,Block 5,b,Site 2,Transect 1,2001,0,0,62,0
D,Block 5,b,Site 2,Transect 1,2002,0,0,46,0
D,Block 5,b,Site 2,Transect 1,2003,0,0,53,0
D,Block 5,b,Site 2,Transect 1,2004,0,0,0,0
D,Block 5,b,Site 2,Transect 1,2005,0,0,49,0
D,Block 5,b,Site 2,Transect 1,2006,0,6,53,1
D,Block 5,b,Site 2,Transect 1,2007,0,0,0,0
D,Block 5,b,Site 2,Transect 1,2008,0,0,56,0
D,Block 5,b,Site 2,Transect 1,2009,1,0,46,0
D,Block 5,b,Site 2,Transect 1,2010,0,0,56,0
D,Block 5,b,Site 2,Transect 1,2011,0,0,51,0
D,Block 5,b,Site 2,Transect 1,2012,0,0,0,0
D,Block 5,b,Site 2,Transect 1,2013,2,0,58,0
D,Block 5,b,Site 2,Transect 1,2014,3,0,59,0
D,Block 5,b,Site 2,Transect 2,2000,0,0,53,0
D,Block 5,b,Site 2,Transect 2,2001,0,0,0,0
D,Block 5,b,Site 2,Transect 2,2002,0,0,57,0
D,Block 5,b,Site 2,Transect 2,2003,0,0,56,0
D,Block 5,b,Site 2,Transect 2,2004,0,0,56,0
D,Block 5,b,Site 2,Transect 2,2005,0,0,52,0
D,Block 5,b,Site 2,Transect 2,2006,4,0,55,0
D,Block 5,b,Site 2,Transect 2,2007,0,0,47,0
D,Block 5,b,Site 2,Transect 2,2008,0,0,63,0
D,Block 5,b,Site 2,Transect 2,2009,0,0,63,0
D,Block 5,b,Site 2,Transect 2,2010,0,0,0,0
D,Block 5,b,Site 2,Transect 2,2011,0,0,56,0
D,Block 5,b,Site 2,Transect 2,2012,0,0,45,0
D,Block 5,b,Site 2,Transect 2,2013,0,0,53,0
D,Block 5,b,Site 2,Transect 2,2014,0,0,0,0
D,Block 5,b,Site 2,Transect 3,2000,0,0,53,0
D,Block 5,b,Site 2,Transect 3,2001,1,0,0,0
D,Block 5,b,Site 2,Transect 3,2002,0,0,48,0
D,Block 5,b,Site 2,Transect 3,2003,0,0,59,0
D,Block 5,b,Site 2,Transect 3,2004,0,0,55,0
D,Block 5,b,Site 2,Transect 3,2005,0,7,55,1
D,Block 5,b,Site 2,Transect 3,2006,0,9,37,0
D,Block 5,b,Site 2,Transect 3,2007,0,0,54,0
D,Block 5,b,Site 2,Transect 3,2008,0,0,49,0
D,Block 5,b,Site 2,Transect 3,2009,5,0,37,0
D,Block 5,b,Site 2,Transect 3,2010,5,0,31,0
